5000 10000
2542 799 813631
3301 659 817342
2907 3086 633422
4042 3963 446359
2071 4051 571749
1002 985 982953
3095 1999 415007
3077 806 359841
4654 3961 853802
1589 4965 73773
725 4664 134089
2183 2876 687629
213 278 642238
3448 479 263307
2658 889 862046
4549 4510 999424
1847 1007 309402
2073 2391 934704
1170 4932 242387
4175 2434 401141
2083 857 602428
3075 61 449457
821 54 122581
3578 4237 635402
3778 4484 250965
3715 2556 780520
1051 3059 974081
4682 4105 131183
3464 2842 711628
2867 4589 603383
2200 1429 116666
297 1505 159029
294 1313 756452
2687 4655 177695
3540 1169 373404
1392 432 827063
2261 1002 379841
441 3548 578629
650 2446 174036
95 3856 129008
4351 4412 679377
843 2070 836617
4225 4499 584538
555 4719 751649
2224 129 346318
921 3800 678987
4031 4732 233214
1317 3292 580581
2185 3012 893671
257 2162 783235
3153 4384 528423
2066 3071 474267
1948 4212 909895
2473 3587 414276
3224 3058 656290
2819 4335 320887
4963 4881 510454
4875 4514 748630
4127 4090 213535
2011 4598 994157
4683 3841 622500
2791 1327 266549
2440 3088 720383
1487 4896 104643
1942 670 2189
37 1132 683315
1092 2549 306962
598 2409 15994
197 592 857534
1734 4873 661230
890 333 38885
3374 3668 665185
3572 2666 509758
4030 4340 448054
4887 1621 92991
4727 3017 17599
2823 1434 960785
47 1087 250054
3164 4413 582772
2840 1182 645219
4010 1777 319390
677 779 61670
1654 610 524314
1619 3063 547153
4686 2636 67961
4954 2066 490274
2703 4787 962209
1471 297 704083
3390 4254 35203
4135 1114 464178
2779 2718 570951
137 896 39074
2673 812 677110
2118 812 613998
997 1071 51825
390 1249 289656
674 2251 79557
1982 1172 534068
1305 4964 924445
1193 370 428476
3883 609 129960
3107 972 803360
3427 4168 352251
669 2910 897873
2064 2654 152638
1641 1537 207408
1308 2842 235364
3863 2182 714115
4575 3101 39060
270 1894 576699
773 4737 217835
2058 2850 472918
3908 3164 849546
4489 2822 269268
3037 4950 77208
2711 1821 745589
4738 1397 60254
995 4652 113544
1941 934 356027
3720 750 496252
2878 4536 961992
2817 2599 693880
3412 4435 995941
2640 2259 541419
2373 3486 47629
4675 2297 803229
4685 3822 747321
4954 137 343216
2878 2348 339096
2644 1630 114719
133 2092 385193
964 2176 137688
2514 4585 797067
558 977 868760
4545 2210 331909
3223 3594 450778
4543 3700 912540
4393 3505 475955
4964 2406 26997
605 2546 453000
2011 4094 74978
1000 82 482340
3311 1475 420880
4823 3802 528923
1957 1961 932472
1249 833 309131
169 4376 956813
977 1181 65441
1567 1483 840001
7 3135 788657
7 4262 450974
3931 1612 984589
1063 1226 920274
1965 4509 334886
606 4269 90404
2869 3300 549220
4316 2885 476662
1362 424 235902
1884 3850 679301
639 1437 263688
1070 507 157203
955 1228 482800
4556 3272 103970
12 293 374379
1094 1996 47986
882 3068 498002
4049 2263 369069
2234 2980 568090
4532 2137 611556
2945 3881 980475
219 2765 268895
2895 2082 5355
1056 4105 665161
1275 1152 746813
2765 4160 393230
1091 3755 370572
4639 1251 431283
4440 3381 276549
3696 3005 642597
3997 2803 899826
2262 810 928943
3730 4253 669594
1696 4209 78198
3164 1149 488099
2829 2401 862316
321 3906 382839
4012 3032 370674
564 2838 727080
2874 675 799357
4263 3023 554062
3556 2407 916801
2993 1038 575003
1694 1526 79105
1241 1970 407523
3388 1883 496244
3068 3167 96976
940 965 436394
379 3481 316489
3062 1445 262687
1040 4703 442476
1461 1560 600675
1510 4789 461315
4884 3011 195660
2649 4705 843463
3817 2906 795347
4217 98 93698
259 972 767890
1257 1465 683527
4024 2670 633927
2322 3201 443839
3468 3103 555532
2944 3652 314819
4014 1486 446580
328 3244 992062
4876 3528 272174
4974 301 540504
1900 296 398562
2695 2015 242727
1372 593 411386
2671 2077 225876
850 4005 496557
2894 1616 85000
1339 4129 835352
3107 3595 676484
2986 1345 387886
1168 1581 381427
1639 828 35467
3256 4162 988389
600 3690 215295
1589 140 541177
3100 2902 229640
838 4529 235692
821 4622 692836
2708 1920 694217
1524 1253 839913
958 3339 255674
2459 741 835917
968 4598 559152
2165 1194 942984
2983 271 509735
146 39 654848
517 3286 667126
3441 3644 476207
2589 587 397297
4849 2122 736732
4253 3799 837401
231 3002 95667
3951 362 443914
1471 4611 929089
2203 4059 477169
2992 4067 514792
4644 2981 992899
3057 464 373652
763 2833 796713
2508 1443 823735
2243 2230 95265
950 4183 743270
3916 4897 634014
427 3692 403796
4653 184 752131
4013 4237 332797
420 4369 178782
2039 343 981652
1584 3748 148086
2584 4814 799155
2255 470 627719
255 4926 796515
4210 2677 161629
329 3749 243139
2123 3711 598530
3664 3951 82651
455 1178 121544
1539 1177 617259
3427 483 669476
253 2815 54648
833 1684 449432
4227 668 6195
4646 2081 878696
1710 1961 242288
1642 94 869651
1652 4207 280276
2898 3608 479251
181 457 614632
519 2323 656723
2714 4454 623292
3123 2533 669292
795 1642 943881
1091 2989 448526
1214 2356 664694
3939 4809 52703
2066 856 569273
3862 2351 802441
1384 1492 52719
3069 341 688117
2172 3163 29038
730 316 148006
4978 1141 937820
2602 2940 25147
4993 1121 219620
2138 1289 435087
1632 4488 904192
4990 560 221685
223 2623 291383
367 2335 54854
189 1208 259731
640 3801 713286
3090 3612 473812
2943 852 738963
969 4174 750020
3557 4736 523878
2612 4450 380498
346 4271 248081
2830 3759 621223
3552 2362 131847
4734 441 836262
363 4042 401566
2650 4644 693682
3681 2999 27854
3549 610 834811
1321 2730 242917
886 3021 633193
303 3642 269297
3664 4525 374695
928 2810 606545
2292 2049 170787
1442 842 233914
2046 3719 469442
1080 3991 717400
2743 1430 397100
2890 1846 287583
254 1204 539674
561 1142 443434
4836 3016 220626
246 535 251588
2470 1485 488521
4641 1583 304765
3014 4585 774340
1761 1983 18200
3189 559 41264
2203 3509 63423
214 4085 515932
3120 2839 295760
493 1336 209796
1877 3407 467231
721 4752 499846
4953 4462 293386
3601 654 709582
436 518 801920
4860 4998 508034
2097 2037 324105
4741 2198 602424
943 817 932867
3050 4077 423115
260 839 522961
779 1806 118347
2094 3886 969976
2870 2034 921059
3913 2541 823016
4450 3695 617853
534 2031 290025
4115 4477 787374
4482 3759 617904
3289 3963 707567
3636 3749 774667
2736 4435 351939
4813 4815 578924
338 3030 554301
3802 4193 196618
1281 1303 618186
3794 919 215446
2610 4100 228854
1626 4878 353784
3535 2109 808199
2130 378 903393
950 3464 905523
1069 2338 131481
4641 1837 995198
3480 2159 302809
136 4549 587276
2199 4452 777494
2573 1063 358775
439 3370 461212
4855 3163 273453
2906 72 234309
854 2944 216169
2824 676 655996
917 775 515599
3941 4454 653913
1569 4681 379836
3221 4459 711931
2770 4654 539851
4728 1889 705844
402 2183 279982
647 2444 496619
2183 880 446161
1742 2796 435789
3016 2803 615840
3201 2123 605416
3838 2510 77950
1686 3400 903176
601 1303 40114
3031 1133 31355
1949 4360 895315
1943 144 190169
376 4723 814289
1167 845 903189
625 3462 210442
2911 1630 710812
2586 1234 571226
3066 898 343662
1480 2976 199500
4975 62 377596
2432 3901 865502
3535 985 403776
3791 4972 333381
3326 697 795398
2887 3555 363534
3380 1695 82348
3051 3772 848608
440 4046 222994
2642 1843 690617
522 3638 565936
4852 2282 491543
4674 1481 841685
1456 3631 800505
1413 1968 949706
4284 4000 28970
355 2046 820430
3297 693 81332
1004 4993 650420
3926 3568 893689
2681 3143 153554
2244 3188 64455
2603 2422 458245
4498 2037 505908
383 2649 258879
4940 1497 336390
651 3356 985961
2748 2237 333174
2127 2005 766466
353 980 46758
4379 2235 827398
2933 2525 413882
41 3547 267598
3370 1971 378755
1933 1392 978291
1186 1990 926637
4295 2121 639010
2607 2978 381254
1559 4801 209054
4273 4089 849707
2331 2 257852
4156 444 623016
4829 3083 791426
3747 1692 230030
2295 907 741736
2105 2401 179930
1087 2024 62858
4244 3208 164328
3488 247 245991
327 3773 449293
2812 4124 128013
4998 3929 702425
3295 379 522886
1109 2891 157269
2243 3958 572718
4340 3265 665795
1133 4483 237829
2112 2060 513009
674 1475 951833
4187 2778 140579
969 796 34473
4224 2142 266926
4278 3461 54045
3858 1286 615618
792 2852 44839
1414 2548 643762
3886 4282 893297
4211 845 460881
1865 2276 315061
1899 1791 208158
539 1745 863118
1515 3946 805594
2939 1127 961654
484 2728 83539
1832 543 365101
2036 3195 681499
1373 4458 506057
3001 3122 456477
2842 519 967590
1042 1507 406709
3648 2555 645559
4885 3191 929653
4981 4144 556526
3955 4341 128522
1508 1344 560896
687 1119 480425
4651 1680 553908
3192 3359 3310
517 1869 688713
3823 4583 712735
2009 2917 376479
976 1881 542524
4337 751 167340
940 3365 858111
608 1292 990190
4773 3193 809232
3800 359 707556
4017 1918 779191
220 4219 917301
4679 3749 488028
4960 326 955419
4495 3152 598944
3261 2256 204024
4468 1396 395227
1307 1151 353370
3917 4290 476679
289 500 189230
746 65 94315
566 3668 548116
4189 3958 651662
2314 4322 361180
3268 4309 91775
2312 3543 862040
3664 4471 504185
2273 2465 920340
1712 2575 116986
3028 3873 821338
2392 468 730062
1774 1024 734673
3882 67 399647
3708 1184 763109
397 1552 283484
3354 4256 769017
241 4461 203309
4179 4634 137383
1769 436 200676
3612 3333 291639
2312 857 340432
4598 3935 985952
3838 1979 548573
1477 1271 374523
4568 4353 989370
1224 3594 522288
1760 4665 296154
4673 1973 158040
50 4329 330264
959 4113 116677
3868 2664 919759
1434 2016 878336
3065 4882 935273
1848 3755 708454
3751 4688 82554
562 1332 661991
4196 4426 765873
4083 2262 64359
1451 25 734949
3149 482 864122
2633 404 412883
3979 3139 279409
1739 4839 464784
4585 1531 205571
4869 3418 568452
2245 594 46133
1400 4354 957555
3411 967 68387
4769 2811 59939
683 3128 10806
1027 536 583337
927 2532 410675
2552 4146 339630
1645 1432 859000
1234 4280 528498
4412 4018 700288
2084 4038 839320
4740 2942 893777
1992 421 402712
338 506 789097
2935 4895 565695
2332 478 421138
3029 3685 791737
2441 1533 268192
3725 716 336258
4941 4891 770074
4868 4780 697324
1455 3410 600514
3902 126 368182
4197 2949 896703
1515 2361 794821
3382 2337 206620
3707 4432 413889
1844 3851 813538
3084 2571 763515
1288 437 778820
1407 2230 628999
4981 2454 632278
2809 3264 530418
2839 3015 180440
3573 2903 356362
2749 2054 350709
2759 2451 830043
549 1836 464349
41 4969 301910
1378 3022 835272
3905 4929 405952
2397 4207 895999
318 4255 287714
2986 2876 241048
2908 4368 467940
4325 2459 224169
3175 2241 927483
1646 724 882654
2875 4356 782927
2777 185 192713
1291 1681 767713
4186 2146 699148
2136 3942 946992
709 1168 962155
2400 4021 612988
123 358 619005
2771 370 690852
2374 1017 286903
3528 2862 39665
4733 994 911624
4455 1068 176860
3614 2201 727057
1794 2893 251286
3607 4424 273380
4647 4496 358819
634 778 108244
1328 2396 877005
1604 2480 310976
639 1884 886469
3194 1306 736435
3830 4272 872309
88 3326 550315
3358 2875 885011
1669 140 429300
3739 249 137091
4708 4576 628195
1417 1551 290508
4805 357 966163
296 1203 892151
3983 3590 12549
2890 3499 147870
958 3894 48568
1525 4293 295219
4523 4426 352856
1832 2667 615059
703 4080 380188
3580 300 288110
2856 55 947773
3264 3610 742415
4291 4854 179206
1846 1531 974350
4304 3807 859903
808 143 8126
4384 3908 463846
1219 1433 474588
3239 2181 987707
4923 3580 936403
2153 2333 901076
2574 3935 434648
2350 2442 588020
3208 2308 748211
1409 4481 424047
36 3773 185781
2699 563 513598
13 2303 493753
1878 4940 680988
1341 2720 742311
2448 8 518157
89 4453 467547
4880 4827 343074
3116 266 5409
518 560 838626
1559 652 8178
277 2850 78632
1498 1846 964771
308 3993 494298
3070 3367 895904
1546 3409 84243
1000 1974 818872
4609 3739 535323
2317 3307 572306
408 3124 223878
4321 4395 893189
2018 2341 385187
1971 4016 600429
2081 1065 580735
286 1504 679684
4474 1904 995894
4452 4337 419470
606 3908 403
2907 684 106648
533 1560 448940
2326 1338 250482
3487 3278 403470
1936 843 576003
3096 3610 721053
4587 1116 647676
4382 315 738995
330 4383 450428
2056 3534 403250
3226 3975 46237
2335 1978 828307
4296 4928 747043
1292 431 498514
1358 4652 342167
2496 4720 508565
2875 1869 901982
4193 248 627374
3983 3388 169443
3322 29 280714
3526 3359 552005
249 2511 600306
759 3659 483449
4514 1503 328818
1211 3001 676737
399 1847 197968
3196 2570 175478
3582 4277 662552
1406 1733 972924
2795 2069 732466
4867 2012 295647
1687 3043 84429
3988 3782 823609
1526 3613 584836
3846 1287 944780
3591 4180 404173
3347 4070 289804
4866 2429 449891
1764 685 613353
647 1149 255475
110 2307 215723
785 568 374447
3798 2680 85087
3001 2086 882787
1424 3587 387691
3095 1861 455921
2938 2223 540824
2821 3179 402236
4606 4737 409167
4781 1934 720497
4608 1737 671720
2290 2648 619518
250 147 435907
2020 1782 549470
1169 260 348559
1827 403 234182
4802 290 27439
3564 578 341730
3383 2209 809251
4843 1443 655468
4192 2916 469231
1751 4889 184202
3327 4695 773780
4775 4390 113407
1075 818 26534
4117 1070 138648
4618 4425 575439
2222 1736 71206
4148 1034 890554
4950 3298 304558
4739 1814 663180
2991 4639 650971
2339 2312 622307
4671 3183 946078
1211 4156 252268
1144 2898 831756
3768 1934 324580
3299 3848 270938
1832 4481 683267
2831 2889 272152
4790 1292 390819
2462 1838 299325
323 4559 829052
3807 656 96555
2842 2950 904477
4775 2236 463293
4440 179 852706
3136 3980 998527
2922 673 524731
4115 3770 639350
3872 433 24771
1500 4760 882489
2233 522 339784
2001 4886 271388
1898 2975 447543
385 1457 4325
3439 1220 421708
3255 1223 460036
3608 411 355719
192 1589 82966
4069 1347 445178
4999 4164 124823
2461 634 646705
433 1203 381668
3879 1977 310797
2318 1418 524957
4531 4648 268240
4281 2363 132555
1516 405 860090
3378 3644 444202
2587 2510 731362
1170 1133 88613
4639 2563 227910
903 3427 297520
2822 2988 455402
13 2758 656973
1752 3972 157311
1781 1901 991081
2711 3348 216124
3934 4319 350105
1861 4036 278736
3360 2266 847591
187 1367 423647
668 135 62649
626 3921 307701
4262 4826 104961
1736 4224 294741
1628 2881 957305
4993 4831 58774
2414 2107 165604
154 3138 229310
2401 2040 26520
388 4077 236601
234 3856 465149
1797 4631 818467
4586 3590 135500
2277 2475 34584
1498 2476 912903
724 3911 934488
159 2732 807900
3383 3796 41049
2459 836 815101
3664 1258 705473
2482 3203 265888
4462 4322 464227
2131 4594 407333
4867 972 678718
3423 2424 168736
4457 2970 610773
1451 1158 528190
1731 4115 818986
120 2230 939470
4857 69 211802
3841 3680 425041
2588 1487 418373
4416 4645 690218
2330 4455 522849
3529 4721 672088
3718 237 786809
1361 3568 895033
4703 1592 571953
2414 2608 246293
934 3409 898690
3364 4732 295594
2139 4621 743457
2362 201 550650
2936 4671 984304
2548 2220 444174
1850 4010 734637
1743 1560 355576
1873 2526 555599
2208 3273 590267
2118 2447 940844
3239 4283 33838
2746 4929 968686
4635 3094 374148
2958 3852 457895
2279 615 573752
2584 178 214148
4754 4242 162399
2961 3634 294475
4236 1562 417178
3776 3300 371831
874 1342 777372
2137 2880 232966
2473 486 40848
1871 3468 585152
379 3982 672326
2427 4407 590328
310 1301 593851
1280 1148 817649
1477 907 717409
2084 754 940681
4453 584 127282
14 3061 969694
1597 2110 458695
3222 2310 759712
3515 4571 738922
2009 2576 936866
2005 1553 805799
3656 4674 309307
3400 2787 42956
1997 4656 882049
2973 1120 911652
2557 3834 838753
4428 2512 136602
4422 2326 237427
2434 2412 599502
1779 1030 812221
4560 4629 86597
1943 1650 817161
1241 1543 941192
1980 618 385933
37 3549 882007
401 2170 308081
4576 691 188415
305 530 909440
1412 1193 82432
2088 1178 117468
3106 1309 490122
2155 757 272422
562 164 147847
937 2816 906183
2605 2327 342188
1244 1203 184456
3638 2072 226006
2608 3417 732127
3050 3466 904619
2443 1116 134368
321 2226 40235
2229 2396 758662
215 4457 707090
3773 78 788204
4035 4961 319647
4214 1041 413626
749 3018 539026
4335 4914 620067
430 4660 580125
3151 2879 635165
841 4712 478841
697 4316 418897
3848 578 234409
3318 352 116248
2842 1836 326486
1389 4277 174279
4297 2011 469841
2106 1923 369378
6 1009 950002
2350 1599 481971
885 204 616573
4588 1437 253029
2137 3686 585651
3964 1477 278807
2504 4729 879255
549 492 54728
3507 902 855190
4492 4420 577117
3501 4732 462687
2734 4521 187407
3389 4643 605265
2028 4203 298255
4810 1379 45463
4263 3584 381607
208 305 188876
2756 178 782828
1290 2021 248717
1135 2846 903431
2706 2926 957059
4858 4746 328158
2535 837 542866
1714 2206 858040
3470 2926 964546
2093 2945 18896
2556 3120 138046
1047 2946 141886
4743 2556 453444
2057 647 162149
3796 753 774950
2424 3322 863959
1537 3165 816241
3747 1275 57100
4338 2925 120548
69 1386 514024
3107 3142 690491
2410 2267 534007
788 577 58568
4321 838 462848
4557 4205 348380
1774 452 442482
197 4792 719913
2822 1002 548732
4339 1741 123126
790 3871 378200
447 224 977802
3236 1112 981394
3571 2547 311184
2994 1340 341288
4451 2821 336307
612 4794 960883
2977 3741 592753
2864 3813 486398
2502 4382 554774
3314 1889 547088
2748 58 600484
1586 794 604646
1224 2844 113378
256 2505 686021
180 36 653007
3236 1717 694739
1539 3466 670192
679 2250 150556
3251 2593 972409
1076 3529 365302
541 1574 248399
3568 45 306288
461 3553 27295
2715 2596 762034
2139 3487 113334
1489 2224 929722
3734 4033 867513
632 3805 920371
3092 1759 352846
2755 1543 602738
3871 2125 736087
3469 3180 902054
4198 2416 119522
4839 3832 693780
4500 3004 96218
3066 3702 981643
1112 1515 158828
4720 106 18826
1021 2998 74778
3198 3218 768239
3444 1235 393669
388 3906 674288
3183 3368 289499
564 4682 790846
2824 2922 148272
2204 1475 423227
3086 2031 736884
1578 649 145277
2281 3586 206155
1466 4481 213564
170 3586 580037
789 110 990366
723 3820 47132
569 4945 782730
1963 3394 256858
4329 4754 548276
2936 4615 553725
1208 23 981188
1162 1948 498602
4558 2756 732237
3676 1630 132139
3432 3508 92731
2206 783 290542
3901 4191 934503
3994 4428 362489
1973 604 616631
3280 2649 887271
528 804 227458
2550 2284 281748
4089 2425 465048
1291 1338 530936
287 3674 142813
1231 4457 924666
715 1446 167910
1179 3588 845156
1744 3406 379397
2600 4701 490436
2014 4267 313323
1041 3466 81453
3879 4473 562256
2562 2966 632341
2398 537 561860
289 3629 481489
1843 213 1135
4016 4011 331942
4565 2418 680128
2929 373 494314
4065 179 38697
4496 2077 806712
3019 3015 848808
2526 1244 629354
3475 2653 498924
3578 2585 73949
3963 4414 283557
4500 3582 622776
4241 178 25733
4648 4610 199147
4834 4791 584839
481 4916 767282
1168 2091 354681
553 4668 884743
874 4139 425322
759 3192 789512
3769 1274 532212
1563 3019 75410
4828 3033 551676
4429 2754 880250
1752 3914 121894
1619 2043 316858
3052 1742 314722
2241 736 500215
94 4015 454838
2323 3889 151400
3974 1535 186177
1020 420 413402
3073 2251 472726
2920 2223 871113
4110 3085 354784
2258 863 5450
3567 2306 665341
2182 2909 380547
1749 2076 526451
1964 2419 833077
1555 859 58043
4146 3924 964287
663 3553 711547
4748 3583 872177
846 4595 689006
4179 2773 739157
4233 991 910866
1949 4571 295224
3575 3079 477211
4837 526 194785
1263 2101 390731
1516 4698 102406
1470 3463 526048
123 3581 368808
723 4911 274175
4615 1534 446874
4730 4154 29070
2215 4590 579503
2729 1279 764779
2233 990 398798
2916 2657 589084
1023 4087 566496
831 2823 742012
4967 2469 830555
2139 4260 704446
1679 1723 82785
2554 2757 242485
1426 1340 906742
2951 4803 221724
1399 3732 232188
1923 4858 260656
3442 2375 411208
4858 1643 202662
3233 3562 606957
4560 4520 534346
3139 2357 199189
672 1581 723789
1160 1465 715539
4030 3367 701922
4095 1928 367540
2472 1772 974613
4502 1079 789118
4740 2034 914760
1239 3012 935663
4947 3123 378765
715 1540 9817
275 4452 150202
3751 4228 882431
2138 769 845097
375 1138 285437
3737 4138 234386
1022 1856 783918
1141 570 856942
3051 2804 890650
2132 485 987332
1991 4258 304017
974 1275 32852
1025 2620 410571
4147 4486 713548
2447 3679 61865
1365 114 186546
398 1661 785149
4440 4229 667565
4171 2123 140062
492 4872 197594
2200 120 249475
1777 1135 98524
3805 3549 460512
3515 3220 35086
3546 83 549185
3430 682 240900
4979 3448 397410
3183 317 807570
2496 700 59003
1525 751 671019
4540 3683 601916
4268 1124 195048
2007 2634 980673
1608 3580 910587
304 4744 505317
3579 356 232353
4078 4645 567682
2400 3412 951459
1419 3849 973139
2837 3183 607001
2226 269 234738
378 3757 314979
2494 1337 78775
1981 1757 406915
2594 3262 538081
3238 1437 90543
4323 2869 563680
3716 140 528107
4687 3109 117602
3705 409 669172
1227 2674 479988
4654 2895 422659
4318 1682 765277
1888 2378 656127
2781 90 289038
587 4421 232925
4877 2829 304762
685 1182 394884
2053 2280 4607
809 3855 528318
879 1598 92402
422 295 613442
14 3051 509292
3461 2381 12443
781 3142 402748
3703 4163 413004
1126 2414 32905
3832 4086 473893
3585 162 190489
409 3857 149611
4397 933 871160
2303 3242 146119
3705 4157 592068
428 2603 990823
2818 1332 74826
3444 4758 721848
2006 245 955265
2144 2253 191917
4418 465 379992
3913 1283 789748
2311 4718 448073
2841 4570 539794
1038 3226 184965
4483 2172 924364
3654 1036 144727
2256 3014 135486
2312 2177 98330
2579 4410 858853
2246 3294 319451
846 3757 669166
4745 3283 670343
4176 4198 727879
4502 2028 168385
2139 2191 431704
346 1551 383034
1153 1322 359507
2966 4553 677925
4532 717 863162
3173 2435 881894
904 1428 402719
373 2396 845342
4906 19 632884
4056 4705 38107
888 473 153765
1867 1760 163243
999 4443 68378
910 1241 564101
1095 4658 718815
2152 2933 10822
3987 2787 685455
1842 1280 486667
1160 1229 557879
4249 2062 209612
2597 2075 935379
3416 4686 858253
4616 2554 127266
3724 290 546190
2773 1063 191782
3065 4029 557250
4192 3969 327188
2296 1391 657664
4390 188 256141
2355 4076 386356
42 3813 760022
3323 1040 801283
2480 3082 658170
940 4211 358306
4173 3983 743868
3896 2784 478361
1562 1429 344144
1561 3977 511097
4332 2234 979579
4908 920 299629
4646 1656 618509
408 4025 749494
2540 4166 234528
2364 1851 766916
4487 3208 107273
2878 4290 487076
1187 292 741411
966 641 349132
1797 2082 607906
3037 1885 295350
340 493 792801
1762 1825 323464
4689 4354 934915
4405 1849 744969
383 502 388336
1515 4671 688605
2403 1648 344578
1750 4523 956416
4782 2645 911509
751 3814 238596
832 4743 82542
976 849 170884
2347 4233 803930
1648 3392 233044
2897 4124 37362
3775 3404 241951
3101 2745 844739
4454 3352 97523
4846 2848 807068
1471 4557 261053
1818 4683 901350
3891 1354 852386
4233 2980 442879
3536 440 135623
2271 2143 514146
2449 361 437995
2095 4032 371967
2398 1317 150884
667 832 58032
3450 4462 735151
4457 4719 988787
3167 4389 84885
1403 2591 476702
1021 521 773784
183 129 548333
970 4697 150580
4358 4820 260067
4505 1648 484000
4766 2005 329694
825 2014 979410
3305 2521 158484
3496 4142 822468
3624 1074 596829
4243 4780 127923
3197 1117 719932
3851 3302 606161
1858 10 128719
4920 2974 678127
1725 2290 308306
1565 4469 2448
179 2891 239080
2202 1795 366894
3405 1188 956044
518 13 289881
1479 4602 865688
1644 2299 279944
4893 2647 177497
53 3182 144443
3107 2837 899721
1130 237 279680
4267 1468 975603
4266 1088 394636
4042 1468 640334
2286 2692 14756
2959 1687 222555
1982 2524 218329
2326 3805 171102
4906 1321 514571
4416 104 47526
4400 3289 233523
4586 2738 472646
374 2755 431218
2084 2788 52605
2255 3627 604187
1932 4713 456806
3112 3763 889724
3910 2391 374763
126 246 970324
3447 391 590106
3083 4084 188556
3041 1728 960150
3104 2713 878092
4846 216 5249
3853 1840 755465
4921 3801 539224
2321 4126 501103
2548 3366 368099
354 189 76726
3833 1538 697263
613 3598 109777
2704 3989 114228
3751 1917 413813
2344 3410 100952
800 1939 95165
4350 3736 822717
940 3477 854815
4757 1025 102082
1842 3677 416550
1696 4971 701538
4944 3749 110025
2978 1765 590502
638 2182 292338
3715 3884 407239
4779 133 502237
4469 575 869884
2639 4882 312870
4093 2456 310228
947 553 151643
1834 4384 981905
4662 4958 67771
556 2159 80160
1283 3387 509107
380 2526 136892
4035 2442 742083
4378 1108 204275
1566 3702 113801
4259 3934 655415
2031 4162 625791
1988 2709 598124
884 1882 335118
3872 4029 4562
4940 3598 868616
273 3250 759433
2103 2387 46782
221 2606 328138
441 3754 291552
4992 2940 271630
2045 92 780674
3016 2210 401920
3140 3400 340829
4457 3421 473989
1323 4049 947434
471 3639 372303
4381 59 748985
725 55 750316
2489 4393 629775
2126 711 749757
4092 4477 173505
2970 2754 737269
4800 2161 459405
875 1463 205786
615 1920 952352
4773 1551 684782
2525 206 539361
2507 4496 205934
4675 883 231440
3252 2595 296202
1440 922 709163
1630 3342 179028
206 3074 796965
4603 4426 64768
2727 3608 256970
1790 1994 735788
1726 1297 248061
3972 3265 895383
1392 4018 241815
4102 3062 555190
2929 1250 77456
2627 3279 617484
4774 350 754568
4230 1492 278722
3337 4146 327128
1055 176 272978
300 4552 173611
2267 2836 337291
3498 4571 959141
3188 670 638017
2903 4123 771204
1763 3913 243372
2610 1562 636104
1213 3405 57043
3355 2977 703181
111 1486 117555
325 2609 740129
3567 1162 668111
4813 506 72144
1954 4354 531481
4236 2096 763472
655 2257 678545
1720 2129 996778
1310 4957 280155
745 4021 95869
4101 154 790057
3854 2176 226471
399 1775 552235
1912 4947 696588
3074 830 148841
4013 4526 469885
1727 3860 512327
1908 831 168681
1821 4554 3459
243 1678 619055
473 557 695282
3092 1638 203123
3939 1720 424855
1680 2136 387399
3898 3798 969673
1281 4715 191952
4060 3045 185490
4447 4982 627448
4194 4959 227253
486 4445 803478
1938 780 426811
3897 2236 798679
4209 2866 398343
4100 3877 938969
1996 4901 231312
2334 4466 881341
29 441 850666
4328 3790 483102
4784 1978 501717
4840 4461 77251
1288 4041 913658
3707 4174 519651
3047 2368 497270
4878 3977 810016
3190 3495 921465
3629 2521 120529
2521 4797 640394
18 3594 312875
541 4980 385002
614 957 143623
3033 2315 193280
4752 2082 129009
1702 1200 739262
481 4224 808588
339 4824 192414
4804 2028 286971
153 1089 211827
2086 1167 130776
2514 4625 808108
302 2494 147303
4581 2423 956868
52 4672 175560
806 410 321592
2700 4814 591400
1525 1518 106691
56 2896 648037
1185 683 341116
3005 3675 360740
1543 143 710411
3974 1240 117079
3970 2442 629090
1094 2780 745456
2230 2828 407706
2378 3632 965235
3771 2392 306096
339 3876 649651
3313 3573 69572
2658 4766 871847
2421 4010 100935
4275 3132 486302
4659 4932 130186
411 4920 748102
2939 2245 943245
512 1563 827276
4281 857 837392
4045 2197 944188
3115 4190 828788
1722 4728 717570
2579 451 62133
2885 266 486488
760 3477 80602
4800 3024 727373
161 3788 674885
4039 2601 92345
1612 1820 626584
3914 4203 529659
3200 3592 817363
893 3725 532511
1323 937 886303
2589 3560 553857
4197 1594 863466
1047 1770 418391
4170 4813 123780
1677 256 970864
4894 4554 377258
1680 4216 36618
2350 2519 513061
1240 4104 148507
1810 2408 329783
3458 3430 923370
1633 3041 631916
4853 1095 308945
2461 822 874900
2110 1499 490051
126 4565 249529
3648 2599 342266
4070 4197 254166
419 280 810658
710 2429 614180
2904 2048 181657
1684 2630 430588
922 210 916140
2083 3877 777833
3400 4224 529317
370 363 6501
3179 996 460678
2881 247 404325
3342 4903 880909
2909 4849 167714
4838 1666 86436
68 4626 871237
2756 3678 316559
3755 3069 659762
1049 3632 360953
1804 4918 396422
4832 2991 583804
780 1921 508051
434 4706 221187
4892 3248 362528
2418 2223 886292
3837 1593 694653
713 533 548152
906 2141 204036
1746 3127 263104
2168 246 720563
2845 43 265880
4880 1742 343373
1980 1482 398392
2632 686 35066
136 3197 392728
4785 2864 290236
1473 2616 167739
248 1023 353780
